,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,state
117,117,1516.6606654000002,2021-04-29 00:20:37.110908,2021-04-29 03:10:50.236139,0 days 02:50:13.125231000,2048,10000,0.98,0,-0.8863106739335141,0.007275600329956983,big,0.02,16,COMPLETE
118,118,1109.3395272,2021-04-29 02:31:00.251758,2021-04-29 05:01:50.311283,0 days 02:30:50.059525000,2048,10000,0.98,0,-0.615845299464754,0.005895247793991109,big,0.02,16,COMPLETE
119,119,1451.4539734000002,2021-04-29 02:34:02.786978,2021-04-29 05:02:56.098383,0 days 02:28:53.311405000,2048,10000,0.98,0,-1.0368632982010648,0.005417147824599314,big,0.02,16,COMPLETE
120,120,-383.8528834,2021-04-29 03:10:50.240744,2021-04-29 03:55:04.011698,0 days 00:44:13.770954000,2048,10000,0.95,0,-0.6781262885312493,0.013496551826705528,big,0.02,16,PRUNED
121,121,1019.8030947999999,2021-04-29 03:55:04.015773,2021-04-29 05:40:11.934025,0 days 01:45:07.918252000,2048,10000,0.9999,0,-1.0526595165771986,0.006474329674297052,medium,0.02,16,COMPLETE
122,122,867.7005336,2021-04-29 05:01:50.313611,2021-04-29 06:48:47.061949,0 days 01:46:56.748338000,2048,10000,0.9999,0,-0.9987994916099878,0.007259889361528321,medium,0.02,16,COMPLETE
123,123,1528.5184482,2021-04-29 05:02:56.102893,2021-04-29 07:26:21.089346,0 days 02:23:24.986453000,2048,10000,0.98,0,-0.7394013396704744,0.006552643665636715,big,0.02,16,COMPLETE
124,124,-387.18050359999995,2021-04-29 05:40:11.936039,2021-04-29 06:22:44.225851,0 days 00:42:32.289812000,2048,10000,0.98,0,-0.5839679980162611,0.02045162775843955,big,0.02,16,PRUNED
125,125,1473.1837528,2021-04-29 06:22:44.227430,2021-04-29 08:54:47.173521,0 days 02:32:02.946091000,2048,10000,0.98,0,-1.12752823682715,0.0072394678030948695,big,0.02,16,COMPLETE
126,126,1093.1195512,2021-04-29 06:48:47.064135,2021-04-29 09:26:01.243342,0 days 02:37:14.179207000,2048,10000,0.98,0,-1.104487270689715,0.009698297939055944,big,0.02,16,COMPLETE
127,127,914.0269834000001,2021-04-29 07:26:21.091156,2021-04-29 10:02:53.003868,0 days 02:36:31.912712000,2048,10000,0.98,0,-1.1468861323615045,0.011193153365019498,big,0.02,16,COMPLETE
128,128,1493.8670474000003,2021-04-29 08:54:47.175632,2021-04-29 11:38:02.410879,0 days 02:43:15.235247000,2048,10000,0.98,0,-1.0850755379299457,0.008838592079869059,big,0.02,16,COMPLETE
129,129,736.8048854000001,2021-04-29 09:26:01.248737,2021-04-29 10:13:46.751214,0 days 00:47:45.502477000,2048,10000,0.98,0,-1.5401196815174887,0.004459599008309386,big,0.02,16,PRUNED
130,130,1479.4577060000001,2021-04-29 10:02:53.007378,2021-04-29 12:35:08.930227,0 days 02:32:15.922849000,2048,10000,0.98,0,-1.5177772501184523,0.004815980697251854,big,0.02,16,COMPLETE
131,131,1513.8037292000001,2021-04-29 10:13:46.756537,2021-04-29 12:43:30.979919,0 days 02:29:44.223382000,2048,10000,0.98,0,-0.4275855452270915,0.008127979472803436,big,0.02,16,COMPLETE
132,132,-392.22260539999996,2021-04-29 11:38:02.413109,2021-04-29 12:28:25.524226,0 days 00:50:23.111117000,2048,10000,0.98,0,-0.4862540287986654,0.015486076142657363,big,0.02,64,PRUNED
133,133,-388.43423640000003,2021-04-29 12:28:25.527253,2021-04-29 13:26:43.645509,0 days 00:58:18.118256000,2048,100000,0.98,0,-0.22283642962118966,0.05312729470733031,big,0.02,16,PRUNED
134,134,-391.2124882,2021-04-29 12:35:08.936728,2021-04-29 13:28:05.460328,0 days 00:52:56.523600000,2048,100000,0.98,0,-0.8815794858943223,0.02248905880564451,big,0.02,8,PRUNED
135,135,1164.869167,2021-04-29 12:43:30.984066,2021-04-29 15:32:39.248125,0 days 02:49:08.264059000,2048,10000,0.98,0,-0.9272404144982092,0.008499403477759019,big,0.02,16,COMPLETE
136,136,1344.975973,2021-04-29 13:26:43.648067,2021-04-29 16:18:05.542671,0 days 02:51:21.894604000,2048,10000,0.98,0,-0.7466433000296375,0.007912229666385225,big,0.02,16,COMPLETE
137,137,-391.591391,2021-04-29 13:28:05.461484,2021-04-29 14:15:08.178447,0 days 00:47:02.716963000,2048,10000,0.98,0,-0.16290104162383845,0.00877292591044067,big,0.02,16,PRUNED
138,138,1086.9926744,2021-04-29 14:15:08.181930,2021-04-29 16:57:19.396678,0 days 02:42:11.214748000,2048,10000,0.98,0,-0.8231239694405956,0.007642991531866031,big,0.02,16,COMPLETE
139,139,1543.9339482,2021-04-29 15:32:39.255261,2021-04-29 18:21:51.911674,0 days 02:49:12.656413000,2048,10000,0.98,0,-0.7571438815647321,0.007135933173982419,big,0.02,16,COMPLETE
140,140,-385.0991704,2021-04-29 16:18:05.544813,2021-04-29 17:15:32.797055,0 days 00:57:27.252242000,2048,10000,0.98,0,-0.6482828749508731,0.012371635308841734,big,0.02,16,PRUNED
141,141,885.1084466,2021-04-29 16:57:19.400839,2021-04-29 19:49:14.298575,0 days 02:51:54.897736000,2048,10000,0.98,0,-0.7241161647006399,0.0055591735893529386,big,0.02,128,COMPLETE
142,142,1054.0093335999998,2021-04-29 17:15:32.799565,2021-04-29 20:22:31.465993,0 days 03:06:58.666428000,2048,10000,0.995,0,-0.7177235788744065,0.005565258103941917,big,0.02,16,COMPLETE
143,143,1408.7431192000001,2021-04-29 18:21:51.914113,2021-04-29 21:08:07.860190,0 days 02:46:15.946077000,2048,10000,0.98,0,-0.6943656978635349,0.004992701311658534,big,0.02,128,COMPLETE
144,144,-384.422904,2021-04-29 19:49:14.302622,2021-04-29 20:07:05.705086,0 days 00:17:51.402464000,16,10000,0.995,0,-0.510536446003464,0.010944906156120619,big,0.02,32,PRUNED
145,145,491.7693925999999,2021-04-29 20:07:05.718278,2021-04-29 22:42:54.557022,0 days 02:35:48.838744000,2048,10000,0.98,0,-0.7563643719373507,0.004971453907247942,big,0.02,16,COMPLETE
146,146,1224.5130437999999,2021-04-29 20:22:31.470388,2021-04-29 23:15:06.545541,0 days 02:52:35.075153000,2048,10000,0.98,0,-0.9750931538270406,0.004655404491801691,big,0.02,16,COMPLETE
147,147,-390.51324320000003,2021-04-29 21:08:07.864583,2021-04-29 21:52:48.479183,0 days 00:44:40.614600000,2048,10000,0.98,0,-0.7916808180160477,0.007253101038470033,big,0.02,128,PRUNED
148,148,-380.97331760000003,2021-04-29 21:52:48.481191,2021-04-29 22:35:41.393399,0 days 00:42:52.912208000,2048,10000,0.98,0,-0.3022824027971563,0.0053968343929122016,big,0.02,128,PRUNED
149,149,1499.8236828000001,2021-04-29 22:35:41.395279,2021-04-30 01:11:41.048696,0 days 02:35:59.653417000,2048,10000,0.98,0,-0.4276020882887281,0.004448278616819283,big,0.02,128,COMPLETE
150,150,-391.8396206,2021-04-29 22:42:54.562429,2021-04-29 23:23:26.341054,0 days 00:40:31.778625000,2048,10000,0.98,0,-0.43960323587152705,0.007442504462666183,big,0.02,128,PRUNED
151,151,594.0496364,2021-04-29 23:15:06.548232,2021-04-30 00:05:18.020770,0 days 00:50:11.472538000,2048,10000,0.98,0,-1.1244785975828562,0.016618806052555633,big,0.02,128,PRUNED
152,152,1139.2062702,2021-04-29 23:23:26.344343,2021-04-30 02:00:57.351627,0 days 02:37:31.007284000,2048,10000,0.98,0,-1.1539003702319124,0.016745820576136994,big,0.02,512,COMPLETE
153,153,1322.223827,2021-04-30 00:05:18.022587,2021-04-30 03:02:36.177505,0 days 02:57:18.154918000,2048,10000,0.98,0,-1.4062194002255883,0.00418395261818278,big,0.02,16,COMPLETE
154,154,-387.67405679999996,2021-04-30 01:11:41.051040,2021-04-30 01:57:30.816591,0 days 00:45:49.765551000,2048,10000,0.98,0,-0.35361583060041724,0.01384299640607054,big,0.02,128,PRUNED
155,155,-386.0434722,2021-04-30 01:57:30.825361,2021-04-30 02:40:08.069646,0 days 00:42:37.244285000,2048,10000,0.98,0,-0.07243688743757448,0.004369224935202995,big,0.02,128,PRUNED
156,156,-383.6388196,2021-04-30 02:00:57.354473,2021-04-30 02:44:33.930477,0 days 00:43:36.576004000,2048,10000,0.98,0,-0.07034295454752404,0.004299970289516828,big,0.02,16,PRUNED
157,157,-385.85541320000004,2021-04-30 02:40:08.071418,2021-04-30 03:23:10.398903,0 days 00:43:02.327485000,2048,10000,0.98,0,-0.5884549418844717,0.010103730486240381,big,0.02,128,PRUNED
158,158,1294.6706286,2021-04-30 02:44:33.936202,2021-04-30 05:09:43.638637,0 days 02:25:09.702435000,2048,10000,0.98,0,-1.389980938541797,0.008984118239880405,big,0.02,128,COMPLETE
159,159,1551.4997067999998,2021-04-30 03:02:36.181152,2021-04-30 05:41:41.111068,0 days 02:39:04.929916000,2048,10000,0.98,0,-0.5500012359191759,0.009826024289654912,big,0.02,128,COMPLETE
160,160,1255.0986916,2021-04-30 03:23:10.401498,2021-04-30 05:52:05.580846,0 days 02:28:55.179348000,2048,10000,0.98,0,-1.4418553970686272,0.006113896163027989,big,0.02,16,COMPLETE
161,161,1563.5784844,2021-04-30 05:09:43.643552,2021-04-30 07:31:44.410948,0 days 02:22:00.767396000,2048,10000,0.95,0,-1.2024259309984462,0.006114715581445191,big,0.02,16,COMPLETE
162,162,1010.7012149999998,2021-04-30 05:41:41.115312,2021-04-30 08:17:59.741975,0 days 02:36:18.626663000,2048,10000,0.95,0,-0.4991738507638044,0.006503676395082345,big,0.02,128,COMPLETE
163,163,1313.2310618,2021-04-30 05:52:05.582865,2021-04-30 08:11:38.526897,0 days 02:19:32.944032000,2048,10000,0.95,0,-0.5610672034499098,0.007078373879978286,big,0.02,128,COMPLETE
164,164,-381.54089799999997,2021-04-30 07:31:44.414104,2021-04-30 08:12:50.590194,0 days 00:41:06.176090000,2048,10000,0.95,0,-0.5049584621164094,0.011432696242470007,big,0.02,128,PRUNED
165,165,1364.3817754000002,2021-04-30 08:11:38.528579,2021-04-30 10:53:01.560659,0 days 02:41:23.032080000,2048,10000,0.95,0,-1.222243733683852,0.012372355905834126,big,0.02,128,COMPLETE
166,166,610.2142534000001,2021-04-30 08:12:50.591622,2021-04-30 09:00:41.239702,0 days 00:47:50.648080000,2048,10000,0.95,0,-1.2536291815895209,0.007941543711817316,big,0.02,128,PRUNED
167,167,856.4399493999999,2021-04-30 08:17:59.743818,2021-04-30 09:12:03.940972,0 days 00:54:04.197154000,2048,10000,0.95,0,-1.242946682701265,0.0035417691371962723,big,0.02,16,PRUNED
168,168,540.0244972,2021-04-30 09:00:41.243611,2021-04-30 11:31:42.734599,0 days 02:31:01.490988000,2048,10000,0.98,0,-1.8585702211647488,0.005775195809189724,big,0.02,16,COMPLETE
169,169,1515.5715054,2021-04-30 09:12:03.942994,2021-04-30 11:53:59.697292,0 days 02:41:55.754298000,2048,10000,0.98,0,-1.0879558178697781,0.005655559369005229,big,0.02,16,COMPLETE
170,170,-393.421518,2021-04-30 10:53:01.562620,2021-04-30 11:09:40.794286,0 days 00:16:39.231666000,32,10000,0.95,0,-1.0424958202197145,0.02158775911403743,big,0.02,128,PRUNED
171,171,-393.3475032,2021-04-30 11:09:40.796214,2021-04-30 11:53:37.492218,0 days 00:43:56.696004000,2048,10000,0.95,0,-0.8602062016572076,0.012332428129548009,big,0.02,128,PRUNED
172,172,-384.0335956,2021-04-30 11:31:42.737200,2021-04-30 12:11:35.427276,0 days 00:39:52.690076000,2048,10000,0.95,0,-0.8020402479388316,0.014342010976919662,big,0.02,128,PRUNED
173,173,1438.3041356,2021-04-30 11:53:37.495452,2021-04-30 13:12:46.888972,0 days 01:19:09.393520000,256,10000,0.95,0,-1.0530681429961253,0.009006303689264257,big,0.02,128,COMPLETE
174,174,-393.3050604,2021-04-30 11:53:59.699054,2021-04-30 12:14:14.019197,0 days 00:20:14.320143000,256,10000,0.95,0,-1.0675234306111812,0.02891230839563452,big,0.02,128,PRUNED
175,175,1422.7429716000001,2021-04-30 12:11:35.431420,2021-04-30 14:32:30.653285,0 days 02:20:55.221865000,2048,10000,0.98,0,-1.0604962034435976,0.008859259385960194,big,0.02,16,COMPLETE
176,176,1131.9037518,2021-04-30 12:14:14.024092,2021-04-30 14:49:54.615403,0 days 02:35:40.591311000,2048,10000,0.98,0,-0.9739468124067951,0.009177328212343475,big,0.02,16,COMPLETE
177,177,413.67543240000003,2021-04-30 13:12:46.892586,2021-04-30 15:28:45.636469,0 days 02:15:58.743883000,2048,10000,0.95,0,-1.1966496092260275,0.009826523437355518,big,0.02,128,PRUNED
178,178,1082.6983888,2021-04-30 14:32:30.657409,2021-04-30 15:44:54.826855,0 days 01:12:24.169446000,256,10000,0.99,0,-0.9390895477884235,0.009793242818119904,big,0.02,16,COMPLETE
179,179,857.5309012000001,2021-04-30 14:49:54.617954,2021-04-30 15:12:12.165606,0 days 00:22:17.547652000,256,10000,0.99,0,-1.136995617748407,0.006385849657079363,big,0.05,64,PRUNED
180,180,14.000679199999999,2021-04-30 15:12:12.168069,2021-04-30 15:34:20.107531,0 days 00:22:07.939462000,256,10000,0.98,0,-0.9557807052225379,0.009035850106961308,big,0.001,16,PRUNED
181,181,1513.7683040000002,2021-04-30 15:28:45.638880,2021-04-30 16:40:22.005852,0 days 01:11:36.366972000,256,10000,0.98,0,-0.9606212924333836,0.005526626738856668,big,0.02,16,COMPLETE
182,182,1490.339873,2021-04-30 15:34:20.109916,2021-04-30 16:49:26.505427,0 days 01:15:06.395511000,256,10000,0.98,0,-0.6926820511858085,0.0031317445995699056,big,0.02,8,COMPLETE
183,183,1349.2698918,2021-04-30 15:44:54.830062,2021-04-30 17:42:53.714304,0 days 01:57:58.884242000,2048,10000,0.98,10000,-0.6576476679992842,0.004961099626647439,big,0.02,16,COMPLETE
184,184,1419.2773789999999,2021-04-30 16:40:22.009576,2021-04-30 17:52:25.389660,0 days 01:12:03.380084000,256,10000,0.98,0,-1.0658879649406237,0.005337076872863767,big,0.02,16,COMPLETE
185,185,1351.2104252,2021-04-30 16:49:26.518275,2021-04-30 18:04:12.829935,0 days 01:14:46.311660000,256,10000,0.98,0,-0.6652312155766665,0.004932664358345705,big,0.02,8,COMPLETE
186,186,1498.7254303999998,2021-04-30 17:42:53.719583,2021-04-30 18:53:39.308348,0 days 01:10:45.588765000,256,10000,0.98,0,-0.8326235802782875,0.0033689297578052995,big,0.02,16,COMPLETE
187,187,1512.6509220000003,2021-04-30 17:52:25.395315,2021-04-30 19:01:21.310679,0 days 01:08:55.915364000,256,10000,0.98,0,-1.0315900737737862,0.0032797366633049224,big,0.02,16,COMPLETE
188,188,1151.3448876,2021-04-30 18:04:12.841298,2021-04-30 19:15:08.063088,0 days 01:10:55.221790000,256,10000,0.98,0,-1.0577295809164362,0.003370880943019195,big,0.02,8,COMPLETE
189,189,1055.7378096,2021-04-30 18:53:39.314728,2021-04-30 20:04:23.821668,0 days 01:10:44.506940000,256,10000,0.98,0,-0.8541095862799539,0.0031840448340063063,big,0.02,8,COMPLETE
190,190,1433.0880057999998,2021-04-30 19:01:21.312834,2021-04-30 20:11:23.347313,0 days 01:10:02.034479000,256,10000,0.98,0,-0.8171373185652945,0.0033254111780289127,big,0.02,16,COMPLETE
191,191,878.0455566,2021-04-30 19:15:08.065150,2021-04-30 19:35:54.712337,0 days 00:20:46.647187000,256,10000,0.98,0,-0.8921608391648228,0.0030859859622318197,big,0.02,8,PRUNED
192,192,317.8012173999999,2021-04-30 19:35:54.714861,2021-04-30 19:56:32.674946,0 days 00:20:37.960085000,256,10000,0.98,0,-0.8331322661221003,0.003931437276502109,big,0.02,8,PRUNED
193,193,1509.2484153999999,2021-04-30 19:56:32.676741,2021-04-30 21:06:29.246974,0 days 01:09:56.570233000,256,10000,0.98,0,-0.41040904635694087,0.0027342007231886474,big,0.02,16,COMPLETE
194,194,1501.170103,2021-04-30 20:04:23.828105,2021-04-30 21:01:58.512742,0 days 00:57:34.684637000,256,10000,0.98,0,-0.3967561464975431,0.0023314862579848147,medium,0.02,16,COMPLETE
195,195,1519.7993246,2021-04-30 20:11:23.352994,2021-04-30 21:20:12.100816,0 days 01:08:48.747822000,256,10000,0.98,0,-0.3939788784836087,0.0022361073618070966,big,0.02,16,COMPLETE
196,196,826.1532943999998,2021-04-30 21:01:58.517024,2021-04-30 21:18:28.896284,0 days 00:16:30.379260000,256,10000,0.98,0,-0.3020250548009003,0.0024073437956436874,medium,0.02,16,PRUNED
197,197,1264.8346956,2021-04-30 21:06:29.251839,2021-04-30 21:58:44.523519,0 days 00:52:15.271680000,256,10000,0.98,0,-0.27693624788219384,0.0022192300791173125,medium,0.02,16,COMPLETE
198,198,1147.0461814000003,2021-04-30 21:18:28.902763,2021-04-30 22:10:47.537069,0 days 00:52:18.634306000,256,10000,0.98,0,-0.4309328892736554,0.0022772982934111618,medium,0.02,16,COMPLETE
199,199,1514.4730189999998,2021-04-30 21:20:12.102925,2021-04-30 22:12:03.659648,0 days 00:51:51.556723000,256,10000,0.98,0,-0.3838052560034678,0.0025027124953801625,medium,0.02,16,COMPLETE
200,200,1077.2256712,2021-04-30 21:58:44.529317,2021-04-30 22:48:55.447322,0 days 00:50:10.918005000,256,10000,0.98,0,-0.3446605692606287,0.0026011370083526123,medium,0.01,16,COMPLETE
201,201,1418.0427846,2021-04-30 22:10:47.543611,2021-04-30 23:13:00.435020,0 days 01:02:12.891409000,256,10000,0.98,0,-0.41433046621585407,0.002877929535398537,big,0.02,16,COMPLETE
202,202,777.3750772000001,2021-04-30 22:12:03.661699,2021-04-30 23:03:38.002596,0 days 00:51:34.340897000,256,10000,0.98,0,-0.1835923495560462,0.003003542876398616,medium,0.01,16,COMPLETE
203,203,-383.44333700000004,2021-04-30 22:48:55.449236,2021-04-30 23:04:16.931348,0 days 00:15:21.482112000,256,10000,0.98,0,-0.44447141112661603,0.9528839248069467,medium,0.02,16,PRUNED
204,204,832.5716024,2021-04-30 23:03:38.004665,2021-04-30 23:19:14.749413,0 days 00:15:36.744748000,256,1000000,0.98,0,-0.38799727467066736,0.0038516794681262797,medium,0.02,16,PRUNED
205,205,1479.6175472,2021-04-30 23:04:16.934528,2021-04-30 23:55:11.583583,0 days 00:50:54.649055000,256,10000,0.98,0,-0.3891536044239769,0.001683723992196005,medium,0.02,16,COMPLETE
206,206,875.7093662,2021-04-30 23:13:00.437972,2021-04-30 23:27:50.407023,0 days 00:14:49.969051000,256,10000,0.98,0,-0.6306815696070033,0.0017134541937512007,medium,0.02,16,PRUNED
207,207,1147.8493118000001,2021-04-30 23:19:14.751179,2021-05-01 00:11:04.876270,0 days 00:51:50.125091000,256,10000,0.98,0,0.0716187552000111,0.0018831855690757341,medium,0.02,16,COMPLETE
208,208,811.287046,2021-04-30 23:27:50.410662,2021-04-30 23:42:57.227773,0 days 00:15:06.817111000,256,10000,0.98,0,-0.5656550465524638,0.004296616610912219,medium,0.02,16,PRUNED
209,209,1419.1571576000001,2021-04-30 23:42:57.234051,2021-05-01 00:46:50.048127,0 days 01:03:52.814076000,256,10000,0.98,0,-0.5388342837178031,0.00666076240396774,big,0.02,16,COMPLETE
210,210,300.0787966,2021-04-30 23:55:11.585289,2021-05-01 00:45:33.202955,0 days 00:50:21.617666000,256,10000,0.98,0,-0.21123152627230812,0.0016869665396766586,medium,0.02,16,COMPLETE
211,211,925.9134443999999,2021-05-01 00:11:04.880109,2021-05-01 00:33:53.293599,0 days 00:22:48.413490000,256,10000,0.9999,0,-0.25300870474567644,0.0023266680445621,medium,0.02,32,PRUNED
212,212,1124.648823,2021-05-01 00:33:53.294812,2021-05-01 01:27:45.590536,0 days 00:53:52.295724000,256,10000,0.98,0,-0.5242641546271348,0.001588169137283821,medium,0.02,16,COMPLETE
213,213,613.5777326,2021-05-01 00:45:33.204734,2021-05-01 01:08:40.161986,0 days 00:23:06.957252000,256,100000,0.98,0,-0.09654378174542166,0.006516230574956744,medium,0.02,16,PRUNED
214,214,611.758438,2021-05-01 00:46:50.050532,2021-05-01 00:57:43.372216,0 days 00:10:53.321684000,16,10000,0.98,0,-0.391065980130442,0.004115773051658607,medium,0.02,512,PRUNED
215,215,1361.0301776000001,2021-05-01 00:57:43.374144,2021-05-01 01:54:37.201009,0 days 00:56:53.826865000,256,10000,0.98,0,-0.5115483965429931,0.006478677861064038,medium,0.02,16,COMPLETE
216,216,1455.4777617999998,2021-05-01 01:08:40.163000,2021-05-01 02:17:59.402336,0 days 01:09:19.239336000,256,10000,0.98,0,-0.5212323775987181,0.006300115771991661,big,0.02,16,COMPLETE
217,217,681.0281632,2021-05-01 01:27:45.593701,2021-05-01 02:36:59.313554,0 days 01:09:13.719853000,256,10000,0.98,0,-0.7825078576108463,0.003001873378772,big,0.02,16,COMPLETE
218,218,1304.4953620000001,2021-05-01 01:54:37.207209,2021-05-01 03:04:25.916225,0 days 01:09:48.709016000,256,10000,0.98,0,-0.6976880369654898,0.0028142778106891703,big,0.02,16,COMPLETE
219,219,988.6229043999999,2021-05-01 02:17:59.411026,2021-05-01 02:55:24.821486,0 days 00:37:25.410460000,32,10000,0.98,0,-0.7533504277234973,0.00277030365026474,big,0.02,16,PRUNED
220,220,887.3445472,2021-05-01 02:36:59.319392,2021-05-01 02:52:19.143760,0 days 00:15:19.824368000,32,10000,0.98,0,-0.6272288047773809,0.004320707013718027,big,0.02,16,PRUNED
221,221,869.7256302,2021-05-01 02:52:19.150272,2021-05-01 03:17:14.810813,0 days 00:24:55.660541000,256,10000,0.98,0,-0.709588727140444,0.00244291821229017,big,0.02,16,PRUNED
222,222,859.3906913999999,2021-05-01 02:55:24.822961,2021-05-01 03:08:27.931158,0 days 00:13:03.108197000,256,10000,0.98,10000,-0.3502295280822425,0.002178973722150725,big,0.02,16,PRUNED
223,223,846.4037027999999,2021-05-01 03:04:25.927927,2021-05-01 03:19:01.842948,0 days 00:14:35.915021000,256,10000,0.98,10000,-0.35591207989512824,0.007746921761992591,big,0.05,16,PRUNED
224,224,1481.6177708,2021-05-01 03:08:27.933197,2021-05-01 05:53:21.844355,0 days 02:44:53.911158000,2048,10000,0.98,0,-0.9737426396255509,0.007499313259953712,big,0.05,16,COMPLETE
225,225,-387.8447946,2021-05-01 03:17:14.814710,2021-05-01 03:40:21.932856,0 days 00:23:07.118146000,256,10000,0.98,0,0.29206782695769906,0.007008936073807148,big,0.02,16,PRUNED
226,226,1501.991798,2021-05-01 03:19:01.847851,2021-05-01 04:46:02.196995,0 days 01:27:00.349144000,256,10000,0.98,0,-0.42852194207563526,0.00531144047599491,big,0.02,16,COMPLETE
227,227,857.7009418000001,2021-05-01 03:40:21.935044,2021-05-01 04:04:22.374356,0 days 00:24:00.439312000,256,10000,0.98,0,-0.4507337912154803,0.005441335838698931,big,0.02,16,PRUNED
228,228,673.1695142,2021-05-01 04:04:22.378075,2021-05-01 04:53:06.711700,0 days 00:48:44.333625000,2048,10000,0.98,0,-0.954427926981972,0.004772267630770464,big,0.001,16,PRUNED
229,229,848.0690609999999,2021-05-01 04:46:02.201320,2021-05-01 05:38:32.342280,0 days 00:52:30.140960000,2048,10000,0.98,0,-0.24794048141008307,0.0035830869770819957,big,0.02,16,PRUNED
230,230,991.901045,2021-05-01 04:53:06.714721,2021-05-01 07:35:55.720215,0 days 02:42:49.005494000,2048,10000,0.98,0,-0.27606454689773235,0.00383694566211646,big,0.02,16,COMPLETE
231,231,862.6888124000001,2021-05-01 05:38:32.343909,2021-05-01 06:27:40.043835,0 days 00:49:07.699926000,2048,10000,0.98,0,-1.1396652549070982,0.00378803064058885,big,0.02,16,PRUNED
232,232,1056.2735494,2021-05-01 05:53:21.848795,2021-05-01 06:56:36.146301,0 days 01:03:14.297506000,256,10000,0.995,0,-0.6010720312264336,0.004080309625229054,big,0.05,16,PRUNED
233,233,1522.4832984,2021-05-01 06:27:40.048867,2021-05-01 07:46:19.077612,0 days 01:18:39.028745000,256,10000,0.995,0,-0.5900604163744603,0.004441874260498249,big,0.05,16,COMPLETE
234,234,1379.2128301999999,2021-05-01 06:56:36.148461,2021-05-01 08:17:18.476038,0 days 01:20:42.327577000,256,10000,0.98,0,-0.9497356312597831,0.005729953188659785,big,0.05,16,COMPLETE
235,235,1424.4194192,2021-05-01 07:35:55.727301,2021-05-01 10:05:23.978064,0 days 02:29:28.250763000,2048,10000,0.98,0,-0.9477053852789183,0.007887677559833169,big,0.05,16,COMPLETE
